,id_str,screen_name,user_name,date,time,in_reply_to_status_id_str,text,retweet_count,favorite_count,url,senti_score_pos,senti_score_neu,senti_score_neg,senti_score_com
0,1242149891486420996,glenglassaugh,Glenglassaugh,2020-3-23,18:03:06,Brand Tweet,"In these difficult days, it's important that we care for one another. Glenglassaugh and our parent company Brown-Forman are pledging $1 million to support people impacted by COVID-19 in our industry and communities.
https://t.co/lJE9DtCBoV https://t.co/qJv4vmgyRr",0,10,https://twitter.com/glenglassaugh/status/1242149891486420996,0.196,0.74,0.064,0.6369
1,1238479092229517313,glenglassaugh,Glenglassaugh,2020-3-13,14:56:40,Brand Tweet,"To help prevent the spread of COVID-19 (Coronavirus), Glenglassaugh Distillery is temporarily closing the visitor centre beginning March 15, 2020. For questions please contact us here: https://t.co/hJeMPrcn5x https://t.co/o4ub7bye9z",4,4,https://twitter.com/glenglassaugh/status/1238479092229517313,0.203,0.797,0.0,0.6249
2,1227978389128187906,glenglassaugh,Glenglassaugh,2020-2-13,15:30:37,Brand Tweet,We rely purely on the influence of the elements surrounding the distillery and the smaller Octave Cask type to give rolling waves of tropical fruit sweetness to #Glenglassaugh Octaves Batch 2 Classic. #scotch #singlemalt https://t.co/L1IEFZQQo9,2,17,https://twitter.com/glenglassaugh/status/1227978389128187906,0.099,0.901,0.0,0.4939
3,1221085371985014789,glenglassaugh,Glenglassaugh,2020-1-25,15:00:14,Brand Tweet,"As gentle waves slowly give shape to the rocks on our local Sandend Bay, we continue to craft small batches of our luscious coastal whisky, imbued with notes of tropical fruit sweetness. #glenglassaugh #scotch #singlemalt https://t.co/NJFVmv3O5J",0,13,https://twitter.com/glenglassaugh/status/1221085371985014789,0.086,0.914,0.0,0.4404
4,1209156855366328321,glenglassaugh,Glenglassaugh,2019-12-23,17:00:34,Brand Tweet,The luscious sweetness of our full bodied coastal spirit is intensified in Glenglassaugh Pedro Ximénez Sherry Wood Finish. An ideal dram to sit back and enjoy over the festive season. #glenglassaugh #singlemalt #scotch https://t.co/T64RYcbCwl,3,12,https://twitter.com/glenglassaugh/status/1209156855366328321,0.377,0.623,0.0,0.926
5,1206974940710350849,glenglassaugh,Glenglassaugh,2019-12-17,16:30:25,Brand Tweet,"Glenglassaugh Torfa brings together our local Highland peat from Northern Aberdeenshire with our coastal sweet spirit, offering spiced fruit notes ideal for the festive season. #glenglassaugh #singlemalt #scotch https://t.co/nR3KlY2d2M",1,9,https://twitter.com/glenglassaugh/status/1206974940710350849,0.346,0.654,0.0,0.8779
6,1197915207835770880,glenglassaugh,Glenglassaugh,2019-11-22,16:30:16,Brand Tweet,"While daylight time gets shorter at Glenglassaugh during the winter months, we still get the odd coastal sunset to enjoy on Sandend Bay. 
#Glenglassaugh #SingleMalt #Whisky https://t.co/gt942Jm5iW",2,15,https://twitter.com/glenglassaugh/status/1197915207835770880,0.121,0.792,0.087,0.2263
7,1189217877792038912,glenglassaugh,Glenglassaugh,2019-10-29,16:30:11,Brand Tweet,"With decades of coastal maturation, Glenglassaugh 30 year old takes on rich notes of tropical fruit, creating a luscious single malt.  
#Glenglassaugh #SingleMalt #Whisky https://t.co/68ZRF4NW7X",6,31,https://twitter.com/glenglassaugh/status/1189217877792038912,0.244,0.756,0.0,0.7003
8,1184129346883280896,glenglassaugh,Glenglassaugh,2019-10-15,15:30:11,Brand Tweet,"Glenglassaugh Octaves Batch 2 Peated uses smaller casks to harmonise salted caramel sweetness with a savory smoke spiced by the sea. 
#Glenglassaugh #SingleMalt #Whisky https://t.co/EIxlUZ9eht",1,14,https://twitter.com/glenglassaugh/status/1184129346883280896,0.261,0.739,0.0,0.7184
9,1181615384153219072,glenglassaugh,Glenglassaugh,2019-10-08,17:00:35,Brand Tweet,"Today we raise a dram in honour of our Master Blender Dr. Rachel Barrie (@TheLadyBlender) who has been inducted as a ‘Keeper of the Quaich’, celebrating her exceptional contribution to Scotch Whisky. 
Read More: https://t.co/FmAwS7tFQG
#KeeperOfTheQuaich #Glenglassaugh https://t.co/L8nhNoi0WH",2,8,https://twitter.com/glenglassaugh/status/1181615384153219072,0.198,0.802,0.0,0.8126
10,1156592892955303936,glenglassaugh,Glenglassaugh,2019-7-31,15:50:08,Brand Tweet,"With its natural summer gold hue and tropical fruit character, Glenglassaugh Evolution has successfully won gold at this year's International Wine and Spirits Competition @theIWSC. #whisky #iwsc 

To view all awards for Glenglassaugh at the IWSC 2019: https://t.co/gU4L6IHMxL https://t.co/QcYtQzwdL6",2,13,https://twitter.com/glenglassaugh/status/1156592892955303936,0.279,0.721,0.0,0.9081
11,1076160461157134336,glenglassaugh,Glenglassaugh,2018-12-21,17:00:22,Brand Tweet,It's a peaceful time of year at Glenglassaugh as we take a break during the festive season. Enjoy the holidays with your friends and family. https://t.co/2GyoLTYY3g,0,16,https://twitter.com/glenglassaugh/status/1076160461157134336,0.47,0.53,0.0,0.9337
